1789889911.869,0.0,0,0.0,ok,0.02,0,
1789889911.875,0.1,5,0.12000000000000001,ok,1.62,5,Edge|Fruit|Tree
1789889911.880,0.2,5,0.22000000000000003,ok,0.87,5,Edge|Fruit|Tree
1789889911.884,0.30000000000000004,5,0.32000000000000006,ok,0.66,5,Edge|Fruit|Tree
1789889911.888,0.4,5,0.42000000000000004,ok,0.73,5,Edge|Fruit|Tree
1789889911.892,0.5,5,0.52,ok,0.70,5,Edge|Fruit|Tree
1789889911.896,0.6,5,0.641,ok,0.65,5,Edge|Fruit|Tree
1789889911.900,0.7,5,0.741,ok,0.60,5,Edge|Fruit|Tree
1789889911.905,0.7999999999999999,5,0.841,ok,0.84,5,Edge|Fruit|Tree
1789889911.909,0.8999999999999999,5,0.941,ok,0.71,5,Edge|Fruit|Tree
1789889911.914,0.9999999999999999,5,1.0628,ok,0.82,5,Edge|Fruit|Tree
1789889911.918,1.0999999999999999,5,1.1628,ok,0.66,5,Edge|Fruit|Tree
1789889911.922,1.2,5,1.2628000000000001,ok,0.65,5,Edge|Fruit|Tree
1789889911.927,1.3,5,1.3852000000000002,ok,0.70,5,Edge|Fruit|Tree
1789889911.931,1.4000000000000001,5,1.4852000000000003,ok,0.62,5,Edge
1789889911.935,1.5000000000000002,5,1.5852000000000004,ok,0.61,5,Edge
1789889911.939,1.6000000000000003,5,1.6852000000000005,ok,0.47,5,Edge
1789889911.944,1.7000000000000004,5,1.7852000000000006,ok,0.79,5,Edge|Tree
1789889911.948,1.8000000000000005,5,1.8852000000000007,ok,0.66,5,Edge|Tree
1789889911.952,1.9000000000000006,5,1.9852000000000007,ok,0.75,5,Edge|Tree
1789889911.956,2.0000000000000004,5,2.085200000000001,ok,0.64,5,Edge|Tree
1789889911.961,2.1000000000000005,5,2.185200000000001,ok,0.63,5,Edge|Tree
1789889911.965,2.2000000000000006,5,2.285200000000001,ok,0.54,5,Edge|Tree
1789889911.968,2.3000000000000007,5,2.385200000000001,ok,0.52,5,Edge|Tree
1789889911.972,2.400000000000001,5,2.485200000000001,ok,0.49,5,Edge|Tree
1789889911.976,2.500000000000001,5,2.5852000000000013,ok,0.48,5,Edge|Tree
1789889911.979,2.600000000000001,5,2.6852000000000014,ok,0.48,5,Edge|Tree
1789889911.983,2.700000000000001,5,2.7852000000000015,ok,0.50,5,Edge|Tree
1789889911.987,2.800000000000001,5,2.9106000000000014,ok,0.53,5,Edge|Tree
1789889911.990,2.9000000000000012,5,3.0106000000000015,ok,0.48,5,Edge|Tree
1789889911.994,3.0000000000000013,5,3.1106000000000016,ok,0.59,5,Edge|Tree
1789889911.998,3.1000000000000014,5,3.2106000000000017,ok,0.70,5,Edge|Fruit|Tree
1789889912.003,3.2000000000000015,5,3.3106000000000018,ok,0.86,5,Edge|Fruit|Tree
1789889912.007,3.3000000000000016,5,3.410600000000002,ok,0.61,5,Edge|Tree
1789889912.011,3.4000000000000017,5,3.510600000000002,ok,0.62,5,Edge|Tree
1789889912.014,3.5000000000000018,5,3.610600000000002,ok,0.56,5,Edge|Tree
